,refs,trans,__index_level_0__,model_corrected
268,i have the impression of having no strength in my body,i have the impression of having no strength in my body,5541,i have the impression of having no strength in my body
269,after eating  i have burning sensation inside of me,after eating i have burning sensation inside of me,5542,after eating  i have burning sensation inside of me
270,how do you know if you have a torn meniscus in your knee,how do you know if you have a torn meniscus in your knee,5543,how do you know if you have a torn meniscus in your knee
271,my stomach feels full and upset  and bloating after big meals,my stomach feels full and upset and bloating after big meals,5544,my stomach feels full and upset  and bloating after big meals
272,what helps cuts heal faster,what helps cuts heal faster,5545,what helps cuts heal faster
273,my skin is very dry and peeling,my skin is very dry and peeling,5546,my skin is very dry and peeling
274,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,im struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,5547,when i stand straight i feel and hear a loud popping noise
275,i have a dull ache in my stomach  it gets worse after i eat,i have a dull egg in my stomach it gets worse after i eat,5548,i have a dull ache in my stomach  it gets worse after i eat
276,is pimples a skin disease,is pimples a skin disease,5549,is pimples a skin disease
277,i have some pain when im walking around my knees,i have some pain when im walking around my knees,5550,i have some pain when im walking around my knees
278,i think i sprained my ankle it really hurts,i think i sprained my ankle it really hurts,5551,i think i sprained my ankle it really hurts
279,something dark is there on my arm,something dark is there on my arm,5552,something dark is there on my arm
280,when i play sports  i have some burning sensation in my spine,when i play sports i have some burning sensation in my spine,5553,when i play sports  i have some burning sensation in my spine
281,there is a tingling sensation in my neck,there is tingling sensation in my neck,5554,there is a tingling sensation in my neck
282,when im doing sport i have pain under my skin,when im doing a sport i have pain under my skin,5555,when im doing a sport i have pain under my skin
283,in the morning my respiration is loud,in the morning my respiration is loud,5556,in the morning my respiration is loud
284,my shoulder hurts when i try to reach something above my head,my shoulder hurts when i try to reach something above my head,5557,my shoulder hurts when i try to reach something above my head
285,my acne is really embarassing its so read,my acne is really embracing its so read,5558,my acne is really hard to read
286,when im tired i feel my head heavy,when im tired i feel my head heavy,5559,when im tired i feel my head heavy
287,cant keep focus,cant keep focus,5560,cant keep focus
288,all my body is in a bad case and i need a good treatment,all my body is in a bad case and i need a good treatment,5561,all my body is in a bad case and i need a good treatment
289,i feel pain in my knee,i feel pain in my,5562,i feel pain in my shoulder
290,standing less than five minutes and my back start to ache,standing less than five minutes and my back starts to ache,5563,standing less than five minutes and my back starts to ache
291,a terrible fall in hair,a terrible fall in her,5564,a terrible fall in hair
292,i feel severe itching in the skin with redness,i feel severe itching in the skin with redness,5565,i feel severe itching in the skin with redness
293,i feel pain in my throat,i feel pain in my throat,5566,i feel pain in my throat
294,when i remember her i feel down,when i remember her i feel down,5567,when i remember her i feel down
295,my son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected,my son got a tattoo several weeks ago and the skin around it is raised and hot and it looks impacted,5568,my son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected
296,i visited many doctors but they cant find the right treatment toget my hair back,i visited many doctors but they cant find the right treatment to get my hair back,5569,i visited many doctors but they cant find the right treatment toget my hair back
297,my joints ache whenever it is cold,my joints ache whenever it is cold,5570,my joints ache whenever it is cold
298,when i go to sleep i am feeling cold,when i go to sleep i am feeling cold,5571,when i go to sleep i am feeling cold
299,my right shoulder clicks when i move my arm,my right shoulder clicks when i move my arm,5572,my right shoulder clicks when i move my arm
300,i have severe shoulder pain,i have severe shoulder pain,5573,i have severe shoulder pain
301,my daughter was bit by her cat and now her hand is sore red and swollen and the wound is oozing liquid,my daughter was bit by her cat and now her hand is sore red and swollen bruising liquid,5574,my daughter was bit by her cat and now her hand is sore red and swollen bruising liquid
302,all of a sudden i felt dizzy when i stood up,all of a sudden i felt dizzy when i to the,5575,all of a sudden i felt dizzy when i tried to walk
303,when i tried to answer the phine call i found that i cant hear the voice of the speaker,when i tried to answer the phone call i found that i cant hear the voice of the speaker,5576,when i tried to answer the phine call i found that i cant hear the voice of the speaker
304,i was injured during football match i was diagnosed with cruciate ligament,i was injured during football match i was diagnosed with cruciate ligament,5577,i was injured during football match i was diagnosed with cruciate ligament
