sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
148,yeah well im wearing ** ******* sunglasses right now its just you know the lights really hurting my eyes,yeah well im wearing im wearing sunglasses right now  it just you know *** lights really hurting my eyes,its -> it,1,the,1,im; wearing,2,15
149,um im not really prone to them no no but i did i did have a similar headache a few weeks ago,um ** not really prone to them no no but i did i did have a similar headache a few weeks ago,,0,im,1,,0,21
150,*** * couple ** days off work and i work in the fashion industry and you know theyre wondering whats going on like      i have to take sick days,had a couple of days off work and i work in the fashion industry and you know theyre wondering whats going on like having **** to take sick days,i -> having,1,have,1,had; a; of,3,24
151,i need to get back to work today but you know what if it is a brain tumour whats gonna happen with my future and my career,i need to get back to work today but you know what if it is a brain  tumor whats gonna happen with my future and my career,tumour -> tumor,1,,0,,0,26
152,well you know i * noticed some    zig zag lines in my vision a few minutes before the headache started,well you know i i noticed some zigzag *** lines in my vision a few minutes before the headache started,zig -> zigzag,1,zag,1,i,1,17
153,you know ** **** ** really ******* about this * never had headaches like this before like why should i get them now,you know uh yeah im really worried about this i never had headaches like this before like why should i get **** now,,0,them,1,uh; yeah; im; worried; i,5,17
154,no my mum my mum has has migraines but ive ive not been diagnosed,no my mom my mom has has migraines but ive ive not been diagnosed,mum -> mom; mum -> mom,2,,0,,0,12
155,my vision ** blurred um you know it just,my vision is blurred um you know it just,,0,,0,is,1,8
156,um i take the pill ***** ***** microgynon,um i take the pill micro going         on,microgynon -> on,1,,0,micro; going,2,5
157,having problems   at like ****** ** work you know managers like putting a lot of pressure on me to deliver and uh yeah its not a good time,having problems with like people at work you know managers like putting a lot of pressure on me to deliver and uh yeah its not a good time,at -> with,1,,0,people; at,2,25
158,i dont feel down just **** a little bit stressed,i dont feel down just feel a ****** bit stressed,,0,little,1,feel,1,8
159,i yeah **** pains just horrible *** just making me feel so unwell um,i yeah pain    is just horrible its just making me feel so unwell um,pains -> is,1,,0,pain; its,2,11
160,** thank you * uh thanks so much i was so worried that i had cancer and ohh now you say migraine yeah i guess my mum has similar symptoms to me and yeah   it  does make sense,oh thank you i uh thanks so much i was so worried that * had cancer and  oh now you say migraine yeah i guess my mom had similar symptoms to me and yeah that makes **** sense,ohh -> oh; mum -> mom; has -> had; it -> that; does -> makes,5,i; make,2,oh; i,2,29
161,k that sounds good,ok that sounds good,k -> ok,1,,0,,0,3
162,*** * just want you to do something,and i just want you to do something,,0,,0,and; i,2,6
163,dont know really it just happened,uh   no really it just happened,dont -> uh; know -> no,2,,0,,0,4
164,alex ohh hello  hi can you hear me,alex  oh hello how can you hear me,ohh -> oh; hi -> how,2,,0,,0,6
165,** thats ok thats ok and you mentioned   a runny nose um again what kind of discharge is coming out is it clear or is it a bit more coloured,no thats ok thats ok and you mentioned the runny nose um again what kind of discharge is coming out is it clear or is it * bit more  colored,a -> the; coloured -> colored,2,a,1,no,1,26
166,ok ** you feel quite congested do you,ok do you feel quite congested to you,do -> to,1,,0,do,1,6
167,ok fine um you also mentioned a cough as well can you tell me a bit more about that,ok fine um you also mentioned a cough as well can you tell me * *** more about that,,0,a; bit,2,,0,17
168,is it is it worse ** any particular time of the day for example in the evenings     night time mornings,is it is it worse at any particular time of the day for example in the evenings nighttime **** mornings,night -> nighttime,1,time,1,at,1,17
169,i can imagine yes uh and this has again been going on for *** last uh  three four days has it,i can imagine yes uh and this  is again been going on for the last uh thirty four days has it,has -> is; three -> thirty,2,,0,the,1,18
170,thats very sensible um very good um in terms of your chest otherwise have you *** any difficulty breathing or any pain in your chest,thats very sensible um very good um in terms of your chest otherwise have you had any difficulty breathing or any pain in your chest,,0,,0,had,1,24
171,when you say winded do you feel uh do you feel more short of breath would you say on exertion is that when you ok um and and ** thats mainly on exercise but when youre resting theres no  problem,when you say winded do you feel uh do you feel more short of breath would you say on exertion is that what you ok um and and uh thats mainly on exercise but when youre resting theres no problems,when -> what; problem -> problems,2,,0,uh,1,37
172,ok  fine just a couple ** other questions ** *** if you dont mind any pain in **** * in your ears at all,ok right just a couple of other questions so far if you dont mind any pain in your e in your ears at all,fine -> right,1,,0,of; so; far; your; e,5,18
173,***   no you dont feel blocked or any discharge coming out of your ears,you know you dont feel blocked or any discharge coming out of your ears,no -> know,1,,0,you,1,12
174,ok fine um what im gonna do im just gonna run through a few uh yes no questions if you if you dont mind just a review of your systems any any headaches at all,ok fine um what im gonna do im **** gonna run through a few uh yes no questions if you if you dont mind just a review of your systems any any headaches at all,,0,just,1,,0,34
