sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
223,the last time i clipped my toenails i cut them too short and now i have an infected nail,the last time i clipped my toenails i cut them too short and now i have an infected knee,nail -> knee,1,,0,,0,18
224,i think i overdid it when i carried all that lumber from the yard my lower back is killing me,i think i overdid it when i carried all  the lumbar from the yard my lower back is killing me,that -> the; lumber -> lumbar,2,,0,,0,18
225,my ankle is hurting me,my ankle is hurting **,,0,me,1,,0,4
226,i have internal pain whenever i come down with   a cold,i have internal pain whenever i come down with the cold,a -> the,1,,0,,0,10
227,my knee hurts when i play squash,my knee hurts when i play  squat,squash -> squat,1,,0,,0,6
228,my son had a root canal and the dentist accidentally cut the inside of his cheek and now it  will not heal,my son had a root canal and the dentist accidentally cut the inside of his cheek and now it would not heal,will -> would,1,,0,,0,21
229,i cant do anything i feel a weak in my body,i cant do anything i feel * weak in my body,,0,a,1,,0,10
230,you wont believe me but this infected wound on my hand is from a paper cut i didnt take seriously,you wont believe me but  the infected wound on my hand is from a paper cut i didnt take seriously,this -> the,1,,0,,0,19
231,my husband has a spot on his lip that he  though was cold sore but now it has broken open and leaks fluid all day,my husband had a spot on his lip that he thought was cold sore but now it has broken open and leaks fluid all day,has -> had; though -> thought,2,,0,,0,23
232,i suffered   a deep wound in my hand and i    can not stop the bleeding,i suffered the deep wound in my hand *** i cannot *** stop the bleeding,a -> the; can -> cannot,2,and; not,2,,0,11
233,i have blurry vision after i used   a wrong medicine,i have blurry vision after i  use the wrong medicine,used -> use; a -> the,2,,0,,0,8
234,i get a knee pain when i walk a lot,i get * knee pain when i walk a lot,,0,a,1,,0,9
235,i am having running nose,i am having   runny nose,running -> runny,1,,0,,0,4
236,yesterday i had        a shouder pain,yesterday i had shoulder ******* pain,a -> shoulder,1,shouder,1,,0,4
237,i  dont have full range of motion with my arms,i dontt have full range of motion with my arms,dont -> dontt,1,,0,,0,9
238,sometimes when  it is cold outside my face hurts especially around the pimples that are ready to pop,sometimes when its ** cold outside my face hurts especially around the pimples that are ready to pop,it -> its,1,is,1,,0,16
239,i was travelling by ship and i feel dizzy,i was  traveling by ship and i feel dizzy,travelling -> traveling,1,,0,,0,8
240,my shoulder has * agreat pain,my shoulder has a  great pain,agreat -> great,1,,0,a,1,4
241,my neck is annoying me i cant sleep bacause of it,my neck is annoying me i cant sleep because of it,bacause -> because,1,,0,,0,10
242,i feel something hurt me  in taking breath and i cant take my breath,i feel something hurt me and taking breath and i cant take my breath,in -> and,1,,0,,0,13
243,the warming system of my house is broken and  feel so cold,the warming system of my house is broken and feels so cold,feel -> feels,1,,0,,0,11
244,i have a great stomach ache and i cant eat      any thing,i have a great stomach ache and i cant eat anything *****,any -> anything,1,thing,1,,0,10
245,i feel dizzy when i *** set infront of my laptop for an hour or two what possibly could be the reason,i feel dizzy when i sit  in   front of my laptop for an hour or two what possibly could be the reason,set -> in; infront -> front,2,,0,sit,1,19
246,i have  a     ear ache when i go to the pool,i have an earache **** when i go to the pool,a -> an; ear -> earache,2,ache,1,,0,8
247,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now,i started taking swimming lessons and i guess i   swallow too much water through my nose because this sinusitis is killing me now,swallowed -> swallow,1,,0,,0,22
248,i felt my heart hurts when i ran for * along distance,i felt my heart hurts when i ran for a  long distance,along -> long,1,,0,a,1,10
249,the warming system of my house is broken and **  feel so cold,the warming system of my house is broken and it feels so cold,feel -> feels,1,,0,it,1,11
250,i love  to garden but i get a terrible twinge in my lower back when i lean over,i love the garden but i get a terrible twinge in my lower back when i lean over,to -> the,1,,0,,0,17
251,i was travelling by ship and i feel dizzy,i was  traveling by ship and i feel dizzy,travelling -> traveling,1,,0,,0,8
252,yesterday i had a  shouder pain,yesterday i had a shoulder pain,shouder -> shoulder,1,,0,,0,5
253,i feel something    hurt me in taking breath and i cant take my breath,i feel something hurting me ** taking breath and i cant take my breath,hurt -> hurting,1,in,1,,0,12
254,i feel dizzy when i *** set infront of my laptop for an hour or two what possibly could be the reason,i feel dizzy when i sit  in   front of my laptop for an hour or two what possibly could be the reason,set -> in; infront -> front,2,,0,sit,1,19
255,i have a     ear ache when i go to the pool,i have a earache **** when i go to the pool,ear -> earache,1,ache,1,,0,9
256,i have a headache every time i eat ice cream,i  had a headache every time i eat ice cream,have -> had,1,,0,,0,9
257,i am having running nose,i am having   runny nose,running -> runny,1,,0,,0,4
258,i felt my heart hurts when i ran for * along distance,i felt my heart hurts when i ran for a  long distance,along -> long,1,,0,a,1,10
259,fell skull is cracked like nuts,fell skull is   crack like nuts,cracked -> crack,1,,0,,0,5
260,i was diagnosed with pneumonia i cant  breath easily,i was diagnosed with pneumonia i cant breathe easily,breath -> breathe,1,,0,,0,8
261,my neck is annoying me i cant sleep bacause of it,my neck is annoying me i cant sleep because of it,bacause -> because,1,,0,,0,10
262,i have a great stomach ache and i cant eat      any thing,i have a great stomach ache and i cant eat anything *****,any -> anything,1,thing,1,,0,10
263,i have acne in my face and other problema  in my derma like itching,i have acne in my face and other problems and my derma like itching,problema -> problems; in -> and,2,,0,,0,12
264,i started taking swimming lessons and i guess i swallowed too much water through my nose because this ***** sinusitis is killing me now,i started taking swimming lessons and i guess i   swallow too much water through my nose because this sinus     sinus is killing me now,swallowed -> swallow; sinusitis -> sinus,2,,0,sinus,1,21
265,i have blurry vision after i used   a wrong medicine,i have blurry vision after i  use the wrong medicine,used -> use; a -> the,2,,0,,0,8
266,my shoulder has * agreat pain,my shoulder has a  great pain,agreat -> great,1,,0,a,1,4
267,i was watching tv and suddenly have blurry vision,i was watching tv and suddenly  had blurry vision,have -> had,1,,0,,0,8
268,i have a cold and it makes me cough * alot,i have a cold and it makes me cough a  lot,alot -> lot,1,,0,a,1,9
269,i feel that its hard to  breath for me  specially after running or making any effort,i feel that its hard to breathe for me especially after running or making any effort,breath -> breathe; specially -> especially,2,,0,,0,14
270,my neck is annoying me i cant sleep bacause of it,my neck is annoying me i cant sleep because of it,bacause -> because,1,,0,,0,10
271,*** anytime i play tennis i feel a shoulder pain,any    time i play tennis i feel a shoulder pain,anytime -> time,1,,0,any,1,8
272,i have   a back pain since i fell on the floor,i have any back pain since i fell on the floor,a -> any,1,,0,,0,10
273,i feel dizzy when i *** set infront of my laptop for an hour or two what possibly could be the reason,i feel dizzy when i sit  in   front of my laptop for an hour or two what possibly could be the reason,set -> in; infront -> front,2,,0,sit,1,19
274,i have a problem in the expiration because i have * abronchial asthma,i have a problem in the expiration because i have a  bronchial asthma,abronchial -> bronchial,1,,0,a,1,11
275,i read a book for * along time and when i finished reading i feel     head ache,i read a book for a  long time and when i finished reading i feel headache ****,along -> long; head -> headache,2,ache,1,a,1,13
276,i cant really jump on my left foot because my triple fracture of the ankle left me with ***** neverending pains,i cant really jump on my left foot because my triple fracture of the ankle left me with never      ending pains,neverending -> ending,1,,0,never,1,19
277,i feel * pain when parting loved ones,i feel a pain when parting loved ones,,0,,0,a,1,7
278,when i sneeze very hard i feel     ear ache,when i sneeze very hard i feel earache ****,ear -> earache,1,ache,1,,0,7
279,i felt my heart hurts when i ran for * along distance,i felt my heart hurts when i ran for a  long distance,along -> long,1,,0,a,1,10
280,it feels like someone  stuck a knife into my shoulder,it feels like someone struck a knife into my shoulder,stuck -> struck,1,,0,,0,9
281,stomach pain after drinking milk,stomach pain after drinking meal,milk -> meal,1,,0,,0,4
282,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited many doctors but they cant find the right treatment to   get my hair back,toget -> get,1,,0,to,1,14
283,when i eat sugar i  notice my vision blurs,when i ate sugar i noticed my vision blurs,eat -> ate; notice -> noticed,2,,0,,0,7
284,its hard to see things,its hard to say things,see -> say,1,,0,,0,4
285,my temperature dropped and my body  get synosed,my temperature dropped and my body gets    sino,get -> gets; synosed -> sino,2,,0,,0,6
286,i feel dizzy when i make  sudden movements,i feel dizzy when i make certain movements,sudden -> certain,1,,0,,0,7
287,i cant  breath because of cough,i cant breathe because of cough,breath -> breathe,1,,0,,0,5
288,my head hurts and i lose the sensation in my face then lose sight in my eye,my head hurts and i lose the sensation in my face  and lose sight in my eye,then -> and,1,,0,,0,16
289,red ***** flushes accompanied with itchy,red flash      is accompanied with itchy,flushes -> is,1,,0,flash,1,4
290,i get i joint pain when i try to bend my leg or my arm,i get a joint pain when i try to bend my leg or my arm,i -> a,1,,0,,0,14
